,Wirral,,Bradford,Rutland,Greenwich,Argyll and Bute,South Lanarkshire,Fife,Halton,Pseudo (Channel Islands),South Gloucestershire,Wandsworth,Caerphilly,Isle of Wight,Windsor and Maidenhead,Tower Hamlets,Barnet,Suffolk,Hackney,Bath and North East Somerset,Glasgow City,Nottinghamshire,Belfast,Middlesbrough,Denbighshire,Kent,Cambridgeshire,"Bournemouth, Christchurch and Poole",Bolton,Doncaster,North Tyneside,Wakefield,Monmouthshire,Vale of Glamorgan,Isles of Scilly,Northumberland,Hampshire,Blackburn with Darwen,Cardiff,Wolverhampton,Leeds,Isle of Anglesey,Bury,Stoke-on-Trent,Warrington,Cheshire West and Chester,Medway,Clackmannanshire,North East Lincolnshire,Renfrewshire,Aberdeen City,Ealing,Salford,Walsall,Oxfordshire,"Kingston upon Hull, City of",Solihull,Dorset,Powys,Bexley,Worcestershire,Swansea,Lewisham,Inverclyde,East Riding of Yorkshire,Blackpool,Coventry,Haringey,Lincolnshire,Buckinghamshire,Wrexham,Pembrokeshire,Derby,Islington,Aberdeenshire,Sutton,South Ayrshire,Knowsley,Staffordshire,Stockport,Hillingdon,Rhondda Cynon Taf,Brent,Milton Keynes,Southwark,North Somerset,Manchester,Redbridge,Gloucestershire,Darlington,Wokingham,Oldham,Nottingham,Neath Port Talbot,Wiltshire,Cornwall,Ceredigion,Stirling,Antrim and Newtownabbey,"Herefordshire, County of",Somerset,Rotherham,North Yorkshire,West Berkshire,Sefton,Portsmouth,Scottish Borders,Liverpool,Merthyr Tydfil,Birmingham,Kingston upon Thames,Havering,Warwickshire,Camden,Dudley,Calderdale,Southampton,"Bristol, City of",Kirklees,Shropshire,Derbyshire,Trafford,East Lothian,East Renfrewshire,Fermanagh and Omagh,Southend-on-Sea,Torbay,Cheshire East,Bedford,Bracknell Forest,Sheffield,Telford and Wrekin,Essex,North Lincolnshire,Newham,East Dunbartonshire,Luton,Lisburn and Castlereagh,Highland,Plymouth,Derry City and Strabane,Swindon,Cumbria,Bridgend,Barnsley,Devon,East Ayrshire,Dumfries and Galloway,St. Helens,Waltham Forest,South Tyneside,Newcastle upon Tyne,Croydon,West Lothian,Gateshead,"Armagh City, Banbridge and Craigavon",Central Bedfordshire,Lambeth,Hammersmith and Fulham,Hartlepool,North Ayrshire,Barking and Dagenham,Rochdale,Gwynedd,Wigan,Brighton and Hove,Carmarthenshire,City of London,Causeway Coast and Glens,Thurrock,Sandwell,North Lanarkshire,Norfolk,Surrey,Moray,Stockton-on-Tees,Redcar and Cleveland,Bromley,Peterborough,Tameside,Ards and North Down,County Durham,Mid Ulster,Flintshire,York,Hounslow,Reading,Northamptonshire,East Sussex,Kensington and Chelsea,Perth and Kinross,City of Edinburgh,Hertfordshire,Leicestershire,Conwy,Harrow,Leicester,Lancashire,Newport,Sunderland,Enfield,Richmond upon Thames,West Sussex,"Newry, Mourne and Down",Slough,Angus,West Dunbartonshire,Westminster,Falkirk,Merton,Blaenau Gwent,Dundee City
76,0.9915254237288136,,0.925764192139738,1.0,0.9494949494949495,,,,1.0,,0.9512195121951219,0.9451219512195121,,0.8333333333333334,0.9,0.9583333333333334,0.9361702127659575,0.925,0.9361702127659575,1.0,,0.8811188811188811,,0.9090909090909091,,0.943127962085308,0.8289473684210527,0.92,0.9857142857142858,0.8333333333333334,0.9416058394160584,0.7884615384615384,0.0,,,1.0,0.9571428571428572,0.9979035639412998,,0.9722222222222222,0.9053030303030303,,0.9823321554770318,0.953125,0.9714285714285714,0.9627329192546584,0.9830508474576272,,0.9166666666666666,,,0.9690721649484536,0.9754098360655737,0.9347826086956522,0.9251700680272109,0.8,0.9565217391304348,0.9019607843137255,,0.9777777777777777,0.8913043478260869,,0.9439252336448598,,1.0,1.0,0.9431818181818182,0.945054945054945,0.9659090909090909,1.0,,,0.8823529411764706,0.9534883720930233,,0.9767441860465116,,1.0,0.9556962025316456,0.970873786407767,0.9428571428571428,,0.9238095238095239,0.9620253164556962,0.9507042253521126,0.96875,0.9547872340425532,0.9661016949152542,0.9851485148514851,1.0,0.9838709677419355,0.9646464646464646,0.9817073170731707,,0.7532467532467533,0.9813084112149533,,,,0.8666666666666667,0.9743589743589743,0.6428571428571429,0.9411764705882353,0.9705882352941176,0.9803921568627451,0.9777777777777777,,0.9585062240663901,,0.9746192893401016,0.9830508474576272,0.9761904761904762,0.9279279279279279,0.9324324324324325,0.9682539682539683,0.890625,0.9555555555555556,0.9601990049751243,0.8245614035087719,0.8863636363636364,0.9568965517241379,0.9508928571428571,,,,0.7428571428571429,0.8571428571428571,0.8901734104046243,1.0,1.0,0.8723404255319149,0.975,0.9352941176470588,0.9090909090909091,0.9782608695652174,,0.9632352941176471,,1.0,0.4772727272727273,,0.9583333333333334,0.9541284403669725,,0.7333333333333333,0.8918918918918919,,,0.9591836734693877,0.961038961038961,0.972972972972973,0.8739495798319328,0.9694656488549618,,0.9090909090909091,,0.9466666666666667,0.9726775956284153,0.9868421052631579,0.8888888888888888,1.0,0.9743589743589743,0.9563318777292577,,0.9916201117318436,0.9878048780487805,,1.0,,0.92,0.9714285714285714,,0.803030303030303,0.947565543071161,,0.875,0.75,0.9444444444444444,0.9166666666666666,0.9698795180722891,1.0,0.93,,,0.8235294117647058,0.9285714285714286,0.9538461538461539,0.875,0.9259259259259259,0.86,,1.0,0.9247787610619469,0.9341317365269461,,0.9767441860465116,0.8252788104089219,0.9831697054698457,,0.918918918918919,0.9491525423728814,0.9807692307692307,0.9393939393939394,,0.9259259259259259,,,0.8829787234042553,,0.9696969696969697,,
77,0.991869918699187,,1.0,1.0,0.9811320754716981,,,,1.0,1.0,1.0,0.9620253164556962,,1.0,1.0,0.9611650485436893,0.9855072463768116,0.9512195121951219,0.9743589743589743,1.0,,0.9797297297297297,1.0,1.0,1.0,0.9708029197080292,0.974025974025974,0.9550561797752809,0.983957219251337,0.9545454545454546,1.0,0.9666666666666667,1.0,,,0.9878048780487805,0.9758064516129032,0.995575221238938,,1.0,0.9767441860465116,,0.9914893617021276,1.0,1.0,0.9929577464788732,0.9615384615384616,,1.0,,,0.9761904761904762,0.9862385321100917,0.9583333333333334,0.9545454545454546,0.9285714285714286,0.9864864864864865,0.9722222222222222,1.0,1.0,1.0,1.0,0.9811320754716981,,1.0,1.0,0.9836065573770492,0.9322033898305084,0.9259259259259259,0.96875,1.0,,0.9069767441860465,0.9871794871794872,,0.9310344827586207,,1.0,0.9863013698630136,0.994475138121547,0.9166666666666666,,0.9642857142857143,0.9791666666666666,0.9545454545454546,0.9818181818181818,0.9940915805022157,0.9696969696969697,1.0,1.0,1.0,0.9763313609467456,1.0,,1.0,0.9880952380952381,,,,1.0,1.0,0.9696969696969697,0.9482758620689655,0.9772727272727273,1.0,0.9629629629629629,,0.9932203389830508,,0.9875621890547264,0.9130434782608695,0.9393939393939394,0.984,1.0,0.972972972972973,0.9512195121951219,1.0,0.9956896551724138,0.9855072463768116,0.9666666666666667,1.0,0.981651376146789,,,,0.9565217391304348,1.0,0.9790209790209791,1.0,1.0,0.9175257731958762,1.0,0.9939759036144579,1.0,1.0,,0.972972972972973,,,0.82,,0.9807692307692307,0.9911504424778761,,0.9230769230769231,0.9824561403508771,,,1.0,0.967741935483871,1.0,0.9578947368421052,0.9571428571428572,,0.9824561403508771,,1.0,0.9354838709677419,1.0,1.0,,1.0,0.958041958041958,,1.0,0.9629629629629629,,1.0,,0.8888888888888888,1.0,,0.9714285714285714,0.9552238805970149,,1.0,0.9333333333333333,1.0,0.9411764705882353,0.9817073170731707,,0.9943181818181818,,,0.975,1.0,1.0,0.9726027397260274,1.0,0.92,1.0,1.0,0.9563106796116505,0.9774436090225563,1.0,1.0,0.9463087248322147,0.9953650057937428,,0.9607843137254902,1.0,1.0,0.9733333333333334,,0.96,,,0.9,,0.9782608695652174,,1.0
78,1.0,,0.9702970297029703,0.7777777777777778,0.967741935483871,,,,1.0,1.0,1.0,0.9587628865979382,,1.0,0.9642857142857143,0.9836065573770492,0.9934640522875817,0.9636363636363636,1.0,1.0,1.0,1.0,,1.0,,0.9873817034700315,0.99375,0.9724137931034482,1.0,0.971830985915493,0.9822485207100592,0.9955947136563876,,,,0.9850746268656716,1.0,1.0,1.0,1.0,0.9981981981981982,,0.9831932773109243,1.0,1.0,1.0,1.0,,1.0,,,0.9285714285714286,0.9947916666666666,1.0,0.9858657243816255,1.0,1.0,1.0,,1.0,0.9722222222222222,,0.9615384615384616,,0.974025974025974,1.0,1.0,0.9941860465116279,0.9689922480620154,0.99,,,1.0,0.9746835443037974,,1.0,,1.0,1.0,0.9926470588235294,0.9636363636363636,,0.9710144927536232,0.989247311827957,0.9936708860759493,1.0,0.9920159680638723,0.9736842105263158,1.0,1.0,1.0,0.9703703703703703,0.9890710382513661,,0.9929078014184397,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9855595667870036,,0.9837837837837838,0.9666666666666667,0.9607843137254902,1.0,0.9814814814814815,0.9852941176470589,0.9807692307692307,1.0,0.9932432432432432,0.9788359788359788,0.975609756097561,0.9931506849315068,0.993421052631579,,,,1.0,1.0,0.9733333333333334,1.0,1.0,0.9767441860465116,0.975609756097561,0.9871382636655949,1.0,0.9836065573770492,,1.0,,,0.8,,1.0,0.9590643274853801,,0.989247311827957,1.0,,,1.0,0.993006993006993,0.9701492537313433,0.9834710743801653,0.974025974025974,,0.984,,1.0,0.9752066115702479,0.9661016949152542,1.0,,0.9655172413793104,0.9912280701754386,,1.0,0.98,,1.0,,0.92,0.9692307692307692,1.0,0.9629629629629629,1.0,,1.0,0.9818181818181818,0.9830508474576272,1.0,0.9931506849315068,,1.0,,,0.9921259842519685,0.9811320754716981,0.9615384615384616,0.9882352941176471,1.0,0.9523809523809523,,1.0,0.9811320754716981,0.9781420765027322,,1.0,0.9551282051282052,0.9968454258675079,,0.9328859060402684,1.0,1.0,0.989010989010989,1.0,0.9565217391304348,,,0.9759036144578314,,0.9310344827586207,,1.0
79,1.0,,0.978021978021978,1.0,0.9787234042553191,,,,1.0,,0.9970760233918129,0.9671361502347418,,1.0,1.0,0.7511961722488039,0.9936708860759493,0.967741935483871,0.9545454545454546,1.0,0.5,0.9880952380952381,,1.0,,0.9932279909706546,0.9797979797979798,0.996031746031746,0.9907407407407407,1.0,1.0,1.0,1.0,,,0.9926470588235294,0.9964476021314387,1.0,,1.0,0.9902676399026764,,1.0,0.9830508474576272,1.0,1.0,1.0,,1.0,,,0.9772727272727273,1.0,1.0,0.9910313901345291,1.0,0.967391304347826,1.0,,0.961038961038961,0.989247311827957,,0.9626168224299065,,1.0,1.0,0.9879518072289156,0.9872611464968153,0.9813664596273292,1.0,,,1.0,0.9536423841059603,,1.0,,1.0,0.9900990099009901,1.0,0.9746835443037974,1.0,1.0,0.9508196721311475,0.9836956521739131,1.0,0.9924812030075187,0.9529411764705882,0.9910233393177738,0.9705882352941176,1.0,0.9902912621359223,0.9909502262443439,,0.9915254237288136,0.9878934624697336,,,,1.0,0.9872611464968153,1.0,1.0,1.0,1.0,1.0,,0.9955357142857143,,0.9908536585365854,0.9761904761904762,0.9859154929577465,0.983957219251337,0.9900990099009901,1.0,0.9696969696969697,0.9937888198757764,0.9970326409495549,1.0,1.0,1.0,1.0,,,,0.9666666666666667,0.9893617021276596,1.0,0.9852941176470589,1.0,0.9837837837837838,1.0,0.9903614457831326,1.0,0.84,,0.9896907216494846,,,0.9369369369369369,,1.0,1.0,,1.0,1.0,,,1.0,0.9,1.0,0.996078431372549,0.9484536082474226,,0.9875776397515528,,0.9912280701754386,0.973404255319149,0.968503937007874,1.0,,0.9565217391304348,1.0,,0.9925925925925926,1.0,,1.0,,0.967741935483871,1.0,,0.9726027397260274,0.9766763848396501,,1.0,0.9833333333333333,0.9875,1.0,0.9696969696969697,,1.0,,,1.0,1.0,1.0,1.0,0.9935897435897436,0.9863013698630136,,,0.9896103896103896,0.9771689497716894,,0.9868421052631579,1.0,1.0,,0.9900990099009901,0.9615384615384616,0.9649122807017544,0.9938461538461538,1.0,1.0,,,0.975609756097561,,1.0,,
80,1.0,,0.9955555555555555,1.0,0.9294117647058824,,,,1.0,,0.9879032258064516,0.9137931034482759,,1.0,1.0,0.984,0.975609756097561,1.0,0.9824561403508771,0.9861111111111112,,0.9897260273972602,,1.0,1.0,0.9931972789115646,0.9821428571428571,0.9853658536585366,1.0,0.9863013698630136,1.0,1.0,1.0,1.0,,0.99,0.9927667269439421,0.9803921568627451,,1.0,0.9957446808510638,,1.0,1.0,1.0,1.0,0.9682539682539683,,1.0,,,0.9787234042553191,1.0,1.0,0.9830508474576272,1.0,0.9864864864864865,0.9722222222222222,,0.9705882352941176,1.0,,0.9285714285714286,,1.0,1.0,1.0,1.0,0.9950248756218906,1.0,,,1.0,0.9473684210526315,,0.9777777777777777,,1.0,1.0,0.975,0.9868421052631579,,0.9775280898876404,1.0,0.9133858267716536,0.9844961240310077,0.9904306220095693,0.987012987012987,0.9952380952380953,1.0,0.9523809523809523,1.0,0.9933774834437086,,0.9732620320855615,0.9803921568627451,,,,1.0,1.0,1.0,1.0,1.0,0.991304347826087,1.0,,1.0,,0.9887640449438202,0.9285714285714286,1.0,0.993421052631579,1.0,0.96,1.0,0.9952830188679245,0.9927360774818402,1.0,1.0,1.0,1.0,,,,0.9836065573770492,1.0,0.9866666666666667,0.9696969696969697,1.0,0.9883720930232558,1.0,0.9937106918238994,1.0,0.9885057471264368,,1.0,,,0.9926470588235294,,1.0,0.9956709956709957,,1.0,0.9866666666666667,,,1.0,0.9883720930232558,0.9950738916256158,0.9903536977491961,1.0,,0.9961685823754789,,1.0,0.9181818181818182,1.0,1.0,,0.9795918367346939,0.9904761904761905,,1.0,0.9907407407407407,,1.0,,1.0,1.0,,0.9777777777777777,0.9821428571428571,,1.0,1.0,0.9736842105263158,1.0,1.0,,0.998158379373849,,,1.0,0.98,1.0,0.9834710743801653,1.0,0.9074074074074074,,,0.9866962305986696,0.9955555555555555,,1.0,0.959731543624161,1.0,,1.0,0.9772727272727273,0.9555555555555556,0.9963898916967509,,1.0,,,0.9787234042553191,,0.9696969696969697,,
81,1.0,,1.0,1.0,0.9565217391304348,,,,1.0,,1.0,0.9736842105263158,,1.0,0.9736842105263158,0.9795918367346939,0.9712230215827338,0.9418604651162791,0.9107142857142857,1.0,,0.9920318725099602,,1.0,,0.9920634920634921,0.9058823529411765,1.0,1.0,0.9957446808510638,1.0,0.9944444444444445,1.0,,,0.9935483870967742,0.9942028985507246,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,0.925,,1.0,,,1.0,1.0,1.0,0.9842931937172775,1.0,1.0,1.0,1.0,0.9629629629629629,0.9928571428571429,,0.963855421686747,,1.0,1.0,0.9682539682539683,0.9390243902439024,0.9926470588235294,0.9790209790209791,,,0.9122807017543859,0.9666666666666667,,0.9324324324324325,,1.0,0.9958677685950413,1.0,0.9912280701754386,,0.9850746268656716,1.0,0.9343065693430657,0.9642857142857143,0.989010989010989,0.9387755102040817,1.0,1.0,0.9629629629629629,0.9893617021276596,0.9850746268656716,,0.9655172413793104,0.9848484848484849,,,,1.0,0.9880952380952381,0.989010989010989,1.0,0.9795918367346939,1.0,1.0,,0.992,,0.9942857142857143,0.8448275862068966,0.978494623655914,0.9931506849315068,0.9852941176470589,1.0,1.0,1.0,1.0,1.0,1.0,0.9941176470588236,1.0,,,,1.0,1.0,0.9791666666666666,1.0,1.0,1.0,1.0,0.9953271028037384,0.9705882352941176,0.9848484848484849,,0.9767441860465116,,,1.0,,1.0,0.9931506849315068,,1.0,0.9752066115702479,,,1.0,0.9464285714285714,0.9900990099009901,1.0,0.983739837398374,,1.0,,0.9886363636363636,0.9022556390977443,0.96,1.0,,0.9791666666666666,1.0,,1.0,0.967479674796748,,,,0.9767441860465116,0.9883720930232558,,0.9878048780487805,0.9608355091383812,,1.0,1.0,0.8958333333333334,1.0,1.0,,1.0,,,1.0,0.967391304347826,1.0,0.9913793103448276,0.9838709677419355,1.0,,1.0,0.9692737430167597,1.0,,0.9886363636363636,1.0,1.0,,1.0,1.0,0.9178082191780822,0.9864406779661017,,0.9622641509433962,,,0.9402985074626866,,0.9264705882352942,,
82,1.0,,1.0,1.0,0.9732142857142857,,,,1.0,,0.9789029535864979,0.9580838323353293,,1.0,1.0,0.974025974025974,0.9681528662420382,0.9818181818181818,0.9264705882352942,1.0,,0.9937888198757764,,1.0,,0.9770992366412213,0.9116022099447514,0.9856459330143541,1.0,0.9922779922779923,0.9861111111111112,1.0,,,1.0,1.0,0.9780621572212066,0.9583333333333334,,1.0,0.9980952380952381,,0.9848484848484849,1.0,1.0,1.0,1.0,,1.0,1.0,,0.9701492537313433,0.9813084112149533,1.0,0.9863636363636363,0.9901960784313726,0.9838709677419355,0.9541284403669725,1.0,0.9550561797752809,1.0,,0.9247311827956989,,1.0,1.0,0.9914529914529915,0.96,0.990521327014218,0.9740932642487047,,,0.975,0.9342105263157895,,0.9666666666666667,1.0,1.0,0.9963235294117647,1.0,0.991304347826087,,0.9663865546218487,1.0,0.964824120603015,0.9572649572649573,0.9932659932659933,0.9743589743589743,0.9807692307692307,1.0,0.9824561403508771,0.9916666666666667,1.0,,0.9859154929577465,0.9948453608247423,,,,1.0,0.9827586206896551,1.0,1.0,0.9859154929577465,0.9895833333333334,0.9914529914529915,,1.0,,0.9981203007518797,0.9558823529411765,0.9726775956284153,1.0,0.948051948051948,1.0,1.0,1.0,0.9747634069400631,1.0,0.9913793103448276,0.9955555555555555,1.0,,,,0.9710144927536232,0.9871794871794872,0.9906542056074766,1.0,0.9736842105263158,0.9974489795918368,1.0,0.9809104258443465,1.0,0.9548872180451128,,0.9770114942528736,,,1.0,,0.979381443298969,1.0,,1.0,0.9875,,,1.0,0.9710144927536232,1.0,1.0,0.975609756097561,,1.0,1.0,0.9917355371900827,0.96,0.978021978021978,1.0,,0.9769230769230769,1.0,,0.9946236559139785,0.9669421487603306,,1.0,1.0,0.9795918367346939,0.9880952380952381,,0.9966101694915255,0.9805352798053528,,1.0,1.0,0.963265306122449,0.9583333333333334,1.0,1.0,1.0,,,0.9868421052631579,0.9590163934426229,0.9836065573770492,0.9913544668587896,0.9883040935672515,1.0,,1.0,0.9695431472081218,0.98989898989899,,0.99,1.0,0.9983870967741936,,0.9887640449438202,0.9587628865979382,0.9391304347826087,0.9759036144578314,,1.0,,,0.978021978021978,,0.8769230769230769,,
83,0.9949238578680203,,0.9916666666666667,1.0,0.9673202614379085,,,,1.0,,0.9796954314720813,0.9770114942528736,,1.0,1.0,0.9710144927536232,0.9758454106280193,0.9810606060606061,0.9393939393939394,0.9917355371900827,,1.0,1.0,1.0,,0.9838709677419355,0.9,0.9741935483870968,0.9848484848484849,0.9447852760736196,1.0,1.0,1.0,,1.0,1.0,0.9711711711711711,1.0,,1.0,0.9961013645224172,,1.0,1.0,0.9857142857142858,0.9914163090128756,1.0,,1.0,1.0,,0.96875,1.0,0.989010989010989,0.9836065573770492,0.9905660377358491,0.9882352941176471,0.9906542056074766,1.0,0.959731543624161,0.9961240310077519,,0.9508196721311475,,1.0,1.0,1.0,0.9657534246575342,0.9935064935064936,0.927710843373494,,,1.0,0.9682539682539683,,0.9821428571428571,,0.9904761904761905,1.0,0.9941860465116279,0.9907407407407407,,0.9784172661870504,1.0,0.9419642857142857,0.9850746268656716,0.9969788519637462,0.979381443298969,0.9805194805194806,1.0,0.9210526315789473,1.0,1.0,,0.9919137466307277,0.9852507374631269,,,,1.0,0.976897689768977,1.0,1.0,1.0,0.9863013698630136,0.991304347826087,,1.0,,0.9914346895074947,0.9298245614035088,0.9724409448818898,0.9940476190476191,0.9090909090909091,0.9886363636363636,1.0,0.9508196721311475,0.9780821917808219,0.9955357142857143,0.9875,1.0,1.0,,,,0.9896907216494846,1.0,0.9937106918238994,0.9830508474576272,1.0,0.9976635514018691,0.9859154929577465,0.9826498422712934,1.0,0.9896551724137931,,0.9466666666666667,,,1.0,,0.9786324786324786,1.0,,1.0,0.9879336349924586,,,1.0,0.896551724137931,1.0,1.0,0.9479768786127167,,1.0,,1.0,0.9262295081967213,0.975609756097561,1.0,,0.9897959183673469,1.0,,0.9921875,0.9858156028368794,,1.0,,0.9846153846153847,0.993006993006993,,0.9955947136563876,0.9830508474576272,,1.0,1.0,0.9611307420494699,1.0,1.0,,0.9904761904761905,,,1.0,0.9636363636363636,1.0,0.9955156950672646,0.9913793103448276,1.0,,1.0,0.9734693877551021,0.9874213836477987,,0.9787234042553191,1.0,0.9981167608286252,,1.0,0.9724770642201835,0.9,0.9859154929577465,,1.0,,,0.9473684210526315,,1.0,,
84,0.9931972789115646,,1.0,1.0,0.963302752293578,,,,1.0,,0.9757575757575757,0.9862068965517241,,1.0,0.9436619718309859,0.7931034482758621,0.9744897959183674,0.9916201117318436,0.9069767441860465,1.0,,0.9976635514018691,,1.0,,0.9702233250620348,0.9708994708994709,0.9840425531914894,1.0,1.0,1.0,0.989247311827957,1.0,,1.0,1.0,0.9801192842942346,1.0,,0.9888888888888889,0.9948051948051948,,1.0,1.0,1.0,1.0,0.9805825242718447,,1.0,,,0.9640287769784173,1.0,0.9473684210526315,0.9858657243816255,0.9625,0.9504950495049505,0.985,,0.967391304347826,0.9883720930232558,,0.9278350515463918,,0.9835164835164835,1.0,0.9393939393939394,0.9736842105263158,0.9969788519637462,0.9710144927536232,,0.0,0.99,0.9918032786885246,,0.9397590361445783,,1.0,0.9791666666666666,1.0,0.9629629629629629,,0.9326923076923077,0.957983193277311,0.9338842975206612,0.9803921568627451,1.0,0.9747899159663865,0.9892086330935251,1.0,0.9607843137254902,1.0,0.9950980392156863,,0.9726027397260274,0.9919678714859438,,1.0,,0.9767441860465116,1.0,0.9925925925925926,1.0,1.0,1.0,0.9876543209876543,1.0,0.9937694704049844,,0.9699812382739212,0.9367088607594937,0.9716312056737588,0.990909090909091,0.967032967032967,0.9615384615384616,0.9880952380952381,0.9807692307692307,0.9768339768339769,1.0,0.972972972972973,0.9927797833935018,1.0,,,,0.9876543209876543,1.0,0.9788732394366197,0.9620253164556962,0.9795918367346939,0.9880239520958084,1.0,0.9886649874055415,0.9885057471264368,0.9197080291970803,,0.9528301886792453,,,1.0,,0.9932885906040269,1.0,,0.9568965517241379,0.9921722113502935,,,1.0,0.9261744966442953,1.0,0.9863013698630136,0.9482758620689655,,1.0,,0.978021978021978,0.9393939393939394,0.9680851063829787,1.0,,0.9562043795620438,1.0,,1.0,0.99,,1.0,,0.9841269841269841,0.959731543624161,,1.0,0.9573991031390134,,0.9868421052631579,0.9830508474576272,0.9439252336448598,1.0,1.0,,1.0,,,1.0,1.0,0.971830985915493,0.9929577464788732,0.9932432432432432,0.9838709677419355,,,0.9642301710730948,0.9913419913419913,,0.9841269841269841,0.9918367346938776,0.9983844911147012,,0.9888888888888889,0.946524064171123,0.96875,0.9867021276595744,,1.0,,,0.9433962264150944,,0.9634146341463414,,
85,0.9711538461538461,,0.985981308411215,1.0,0.9680851063829787,,,,0.9696969696969697,,0.9662162162162162,0.9104477611940298,,1.0,0.9565217391304348,0.945054945054945,0.9627906976744186,0.9802371541501976,0.8888888888888888,0.9565217391304348,,0.994750656167979,,1.0,,0.9659735349716446,0.9708454810495627,0.96875,0.9888888888888889,1.0,1.0,1.0,1.0,,,1.0,0.9953917050691244,1.0,,1.0,0.9912790697674418,,1.0,1.0,1.0,1.0,0.9919354838709677,,0.984375,,,0.9743589743589743,1.0,0.987012987012987,0.9736842105263158,0.9356435643564357,0.9318181818181818,0.948905109489051,,0.9431818181818182,0.9655172413793104,,0.9448818897637795,,0.9634146341463414,0.9807692307692307,0.9489795918367347,0.9117647058823529,1.0,0.9770114942528736,1.0,,0.957983193277311,0.9791666666666666,,0.9310344827586207,,0.9661016949152542,0.9893617021276596,0.9827586206896551,0.9714285714285714,,0.9629629629629629,0.896,0.9375,1.0,0.9896373056994818,0.9636363636363636,0.96875,0.9629629629629629,1.0,1.0,1.0,,0.9887005649717514,0.9965635738831615,,,,1.0,0.9955156950672646,0.9922480620155039,0.9835164835164835,1.0,1.0,0.9696969696969697,,0.9776785714285714,,0.9571428571428572,0.8717948717948718,0.9423076923076923,0.978494623655914,0.98,0.8920863309352518,0.9887640449438202,1.0,0.9675925925925926,0.9866666666666667,0.8513513513513513,0.9716981132075472,0.9724770642201835,,,,0.9591836734693877,0.9928057553956835,0.954954954954955,0.975,0.9583333333333334,1.0,1.0,0.9782293178519593,1.0,0.9739583333333334,,0.9173553719008265,,,1.0,,0.9518072289156626,0.9924242424242424,,0.9896907216494846,0.9911504424778761,,,1.0,0.926829268292683,1.0,0.9918032786885246,0.9540229885057471,,1.0,,0.9655172413793104,0.963855421686747,0.9875,1.0,,0.956989247311828,1.0,,1.0,0.9946236559139785,,1.0,,0.96875,0.9553571428571429,,0.9763513513513513,0.9584199584199584,,1.0,1.0,0.9366197183098591,1.0,0.9896907216494846,,1.0,,,1.0,0.9622641509433962,0.9743589743589743,0.9892857142857143,0.9759036144578314,0.9795918367346939,,,0.9773691654879774,0.9777777777777777,,0.9390243902439024,0.9957627118644068,0.9941520467836257,,1.0,0.9440993788819876,0.95,0.968421052631579,,1.0,,,0.9886363636363636,,0.9571428571428572,,
86,1.0,,0.9840637450199203,1.0,0.9587628865979382,,,,1.0,,0.9722222222222222,0.9302325581395349,,0.9428571428571428,0.9651162790697675,0.9278350515463918,0.9682539682539683,0.986046511627907,0.972972972972973,0.9797297297297297,,0.9887892376681614,,0.9848484848484849,,0.9133448873483535,0.973421926910299,0.9893048128342246,1.0,1.0,0.9701492537313433,0.9959349593495935,1.0,,1.0,0.9907407407407407,0.9596899224806201,0.9857142857142858,,0.9899497487437185,0.9771309771309772,,1.0,0.9682539682539683,0.9775280898876404,0.9948186528497409,0.9733333333333334,,0.9879518072289156,,,0.9607843137254902,0.9733333333333334,0.9829059829059829,0.9757412398921833,0.9380530973451328,0.9328358208955224,0.9545454545454546,,1.0,0.9832635983263598,,0.954954954954955,,0.9488372093023256,1.0,0.9558823529411765,0.9509803921568627,0.9888475836431226,0.958139534883721,,,0.9933333333333333,0.9753086419753086,,0.9444444444444444,,0.9692307692307692,0.9703504043126685,0.9681528662420382,0.9911504424778761,,0.9871794871794872,0.957983193277311,0.9509803921568627,0.9841269841269841,0.9965753424657534,0.9076923076923077,0.9792284866468842,1.0,1.0,0.9887640449438202,0.9941520467836257,,0.9602649006622517,0.9971949509116409,,,,0.9763779527559056,0.9832635983263598,0.9878048780487805,0.9926739926739927,0.9878048780487805,0.9930555555555556,0.9407894736842105,,0.9891696750902527,,0.9617391304347827,0.9397590361445783,0.9868421052631579,0.954954954954955,0.9682539682539683,0.9464285714285714,0.9621212121212122,0.983739837398374,0.9571865443425076,0.9625,0.8306010928961749,0.9781420765027322,0.9934640522875817,,,,0.9830508474576272,0.9925373134328358,0.9790209790209791,0.9902912621359223,1.0,0.9826989619377162,0.925531914893617,0.9820441988950276,0.9888888888888889,0.9407407407407408,,0.9313725490196079,,,0.9957805907172996,,0.9369369369369369,0.989010989010989,,1.0,0.9962264150943396,,,0.9836065573770492,0.9611650485436893,0.9772727272727273,0.9915966386554622,0.9402985074626866,,1.0,,0.9621212121212122,0.9276315789473685,0.9523809523809523,1.0,,0.9444444444444444,1.0,,1.0,0.9877300613496932,,1.0,,1.0,0.9510869565217391,,0.9818731117824774,0.9750445632798574,,1.0,1.0,0.9375,0.9809523809523809,0.981651376146789,1.0,0.9948717948717949,,,1.0,0.9734513274336283,0.9764705882352941,0.9947229551451188,0.9737991266375546,1.0,,1.0,0.9683195592286501,0.9936908517350158,,0.9882352941176471,1.0,0.994661921708185,,0.9629629629629629,0.968421052631579,1.0,0.9442896935933147,,0.9411764705882353,,,0.9710144927536232,,0.9761904761904762,,
